# number nodes: 4224
# number links: 9537
# hub: Atlanta Hartsfield-Jackson Airport (ATL)
# Date/Time: 27.11.2018/14:45
2531	1385
2531	1352
874	4112
4137	1321
3415	4199
1330	4118
1987	1321
3039	4116
2533	2531
1330	3743
745	3378
745	2123
3661	745
4093	745
274	3207
745	2724
2709	745
2478	414
3199	391
2085	1166
2911	2085
521	209
391	209
1364	3515
2809	209
1364	1418
1415	209
113	209
3563	209
1004	209
1004	3735
209	2104
209	1225
2176	209
209	2357
2214	209
2103	209
3735	209
3115	209
3735	1166
209	3334
209	3735
209	521
209	3162
2076	988
2478	988
3162	988
3959	988
2198	988
988	2983
988	710
988	476
1986	988
2809	988
988	1765
988	2103
988	1986
1017	823
3408	476
988	3272
988	4022
1248	988
2103	988
988	2214
1017	988
988	1108
988	1279
988	2104
988	113
823	2104
507	823
2809	823
2104	988
988	2871
2103	1834
988	2101
988	3714
1321	2445
1448	2445
3773	2445
1381	2445
3405	2445
3390	2445
2445	1399
2883	2445
285	2445
2202	2445
2445	3405
2445	2809
786	2445
2445	2588
2445	2347
2445	3714
2445	352
3707	2445
2445	2809
2176	2445
296	2445
3162	2445
2445	296
92	2445
460	2445
2162	2445
3579	2445
3923	2445
2357	2445
2445	1994
2541	2445
2104	2445
2809	2445
427	2445
200	2445
3488	2445
2445	3707
3489	2445
3707	2445
2445	3488
521	2445
1364	2445
528	2445
4149	2445
2656	2445
2445	3162
2445	2588
3944	2445
2445	2357
3959	2445
2198	2445
815	2445
2605	2445
2445	2104
2445	116
2445	3452
2445	1004
2445	1556
2445	113
2445	2983
2983	2445
1225	2445
4019	2445
4152	2445
363	2445
2445	2498
1380	2445
87	2445
3162	2445
2445	2478
267	2445
209	2445
4212	2445
2739	2445
2445	521
2445	547
2657	2445
2445	920
2445	202
1556	2445
2445	2182
2445	1166
1994	2445
983	2445
2478	2445
3761	2445
113	2445
1542	2445
3488	2445
3545	2445
296	2445
305	2445
2809	2445
2445	390
390	2445
2445	3350
2445	2194
1166	2445
2445	4149
2614	2445
985	2445
2613	2445
2445	3488
2445	1741
2445	178
2445	686
2445	2481
2445	3877
2445	2721
2445	3959
2445	3545
2445	2377
3545	2445
2445	3352
390	2445
3123	2445
1004	2445
2445	3545
2104	2445
2445	4152
2983	2445
530	603
530	2588
530	2347
3133	529
530	2347
530	3838
530	3329
530	3245
530	3130
2332	529
529	3329
529	3133
3108	529
2572	529
820	529
530	3265
530	2969
2415	529
530	3814
530	205
253	529
529	3278
529	3903
2028	3405
2028	285
376	2028
1448	2028
2028	3773
256	376
985	1448
2588	1011
2345	1566
2345	779
2675	2345
2345	3717
2345	530
2413	3390
3405	2345
2345	113
3773	2345
2345	3773
2588	2345
1174	1318
603	2345
2345	2336
2345	603
2345	1421
2345	3747
1318	2345
1318	3747
2413	2345
2345	2413
2345	1318
1318	603
2345	3021
2588	2345
455	2345
2345	2347
3273	2345
2345	2123
2062	2345
3342	2345
2345	603
1399	2345
2176	2345
2345	2588
2345	3970
1318	214
2345	751
2345	595
2345	717
2345	3678
2345	3113
750	2345
2345	603
2413	3947
717	2345
2345	4180
856	2345
2413	3005
3862	2345
2336	2345
717	2413
2301	2345
3283	2413
2345	856
2382	3849
81	377
352	2811
2811	597
86	2811
86	2162
2811	2713
2970	2811
86	2104
86	2811
355	86
2343	86
86	2419
86	2809
2811	3762
810	2809
135	2809
2809	429
3162	86
1556	2713
86	2265
2809	86
2060	86
3393	2162
2713	2162
3457	2917
2511	3410
2443	3410
3410	942
2809	2262
1788	3410
3410	64
32	3563
1598	3410
3634	3410
3410	2475
521	2502
3410	3233
3410	1729
256	3410
3700	3410
1115	3800
3671	2809
1598	3491
627	296
920	3410
3141	3410
3902	3410
3410	256
200	2104
200	985
200	1166
113	221
92	1556
92	2445
200	92
92	1788
200	1556
221	92
2028	503
3123	2076
3123	1994
2605	3123
2103	3123
3959	3649
3972	2809
3123	3563
3123	1415
1788	3123
528	3123
417	3123
3123	3649
3123	3972
985	2104
1192	1630
558	650
558	865
558	1448
558	2168
558	3638
558	1381
3141	3491
920	3933
3611	3933
506	3933
3791	2475
3791	920
3791	3342
3933	2322
3933	506
3933	3611
1448	3791
2104	3791
3933	920
1166	3791
1166	2419
3162	2419
3390	3933
521	2419
3772	3791
3707	3791
3773	3933
3390	3791
352	3933
1660	3933
