# number nodes: 4231
# number links: 9609
# hub: Los Angels International Airport (LAX)
# Date/Time: 27.11.2018/19:00
1385	4046
4116	1321
4199	1321
1352	1321
274	3207
2123	2345
2347	2791
675	2709
3378	2966
526	2478
2085	521
2162	2478
3959	460
2085	3959
3579	3959
209	2809
2076	209
1418	2739
3735	2478
1225	209
2357	209
3735	1418
3162	209
4019	209
3115	209
1994	209
209	1418
209	1994
1166	209
209	84
988	2588
988	710
988	476
3408	476
988	3272
988	4022
988	1279
988	2871
988	3714
1986	823
988	2590
988	1177
2983	988
988	2724
113	988
2104	988
988	1166
988	710
1017	988
988	2478
2809	988
988	2101
988	2104
2104	823
823	2104
1248	988
424	3408
2104	988
1108	988
988	3378
2104	3408
988	2588
988	476
988	113
2104	359
2445	2347
2445	2588
2198	2445
2445	920
1542	2445
985	2445
4149	2445
2445	2123
2104	2445
1751	2445
2357	2445
2445	2866
1556	2445
1878	2445
3162	2445
143	2445
2445	1542
2445	1877
3170	2445
2445	2481
2445	3488
2445	4149
2445	1674
3988	2445
285	2445
2445	116
2809	2445
116	2445
2445	2854
985	2445
2445	3988
1741	2445
2983	2445
2445	985
2445	1225
3452	2445
1994	2445
2182	2445
1004	2445
2445	2809
3545	2445
296	2445
2445	2377
2370	2445
2445	1994
2445	3177
4149	2445
2445	4019
2478	2445
2445	209
3959	2445
362	2445
2445	3545
2445	2162
2357	2445
3877	2445
113	2445
390	2445
1556	2445
2445	285
3352	2445
2445	3993
686	2445
3162	2445
3488	2445
2445	3545
178	2445
2445	1321
2445	3489
2445	3649
2445	113
2445	1166
2194	2445
2445	3707
1166	2445
547	2445
521	2445
2445	3579
3707	2445
2445	296
2445	3405
2445	2983
2445	3881
2721	2445
3545	2445
1567	2445
2445	1448
3545	2445
2854	2445
2481	2445
2445	2176
3488	2445
530	2176
530	2588
530	2347
530	1027
529	799
3026	530
529	3245
529	859
3814	3903
3265	1027
529	3108
529	3245
529	3814
205	529
3278	529
3133	529
530	455
529	3011
3130	530
529	2976
529	2572
529	3011
529	1027
529	3011
530	3311
820	799
820	2572
529	3329
1448	2028
2028	3773
985	1448
2588	1011
745	2028
2345	2888
2014	2345
2345	3010
2345	3947
2413	3390
3405	2345
3773	2345
2345	3773
2588	2345
455	2345
2345	2123
2062	2345
3342	2345
2176	2345
2345	2588
2419	2345
710	2345
3333	2345
530	2345
710	1318
